Sheet Name,Employee Code,Name,Month,Day,Value
May 2022,Atq -461,Shea Zuniga,May,8,WO
Apr 2022,Atq -462,Jarvis Singh,April,8,P
June 2022,Atq -462,Jarvis Singh,June,8,P
May 2022,Atq -462,Jarvis Singh,May,8,WO
Apr 2022,Atq -467,Cason David,April,8,P
Apr 2022,Atq -467,Esperanza Irwin,April,8,P
June 2022,Atq -467,Cason David,June,8,P
June 2022,Atq -467,Esperanza Irwin,June,8,P
May 2022,Atq -467,Cason David,May,8,WO
May 2022,Atq -467,Esperanza Irwin,May,8,WO
Apr 2022,Atq -468,Xiomara Ruiz,April,8,P
June 2022,Atq -468,Xiomara Ruiz,June,8,P
May 2022,Atq -468,Xiomara Ruiz,May,8,WO
Apr 2022,Atq -470,Jovani Pope,April,8,P
May 2022,Atq -470,Jovani Pope,May,8,WO
Apr 2022,Atq -472,Cristofer Bernard,April,8,P
June 2022,Atq -472,Cristofer Bernard,June,8,P
June 2022,Atq -472,Quincy Mendez,June,8,P
May 2022,Atq -472,Cristofer Bernard,May,8,WO
May 2022,Atq -472,Quincy Mendez,May,8,WO
Apr 2022,Atq -475,London Kim,April,8,P
Apr 2022,Atq -475,Rey Novak,April,8,P
June 2022,Atq -475,London Kim,June,8,P
June 2022,Atq -475,Rey Novak,June,8,P
May 2022,Atq -475,London Kim,May,8,WO
May 2022,Atq -475,Rey Novak,May,8,WO
June 2022,Atq -476,Kane Malone,June,8,P
May 2022,Atq -476,Kane Malone,May,8,WO
Apr 2022,Atq -484,Adyson Moyer,April,8,P
Apr 2022,Atq -484,Demarcus Gordon,April,8,P
June 2022,Atq -484,Adyson Moyer,June,8,P
June 2022,Atq -484,Demarcus Gordon,June,8,P
May 2022,Atq -484,Adyson Moyer,May,8,WO
May 2022,Atq -484,Demarcus Gordon,May,8,WO
Apr 2022,Atq -485,Gregory Carr,April,8,WFH
Apr 2022,Atq -331,Jonah Hamilton,April,9,WO
May 2022,Atq -331,Jonah Hamilton,May,9,P
Apr 2022,Atq -334,Boston Morse,April,9,WO
June 2022,Atq -334,Boston Morse,June,9,P
June 2022,Atq -334,Charity Singleton,June,9,P
May 2022,Atq -334,Boston Morse,May,9,P
Apr 2022,Atq -335,Madelynn Gray,April,9,WO
Apr 2022,Atq -335,Tori Shannon,April,9,WO
June 2022,Atq -335,Tori Shannon,June,9,P
May 2022,Atq -335,Tori Shannon,May,9,P
May 2022,Atq -335,Madelynn Gray,May,9,SL
Apr 2022,Atq -343,Myla Klein,April,9,WO
June 2022,Atq -343,Myla Klein,June,9,P
May 2022,Atq -343,Myla Klein,May,9,P
Apr 2022,Atq -348,Weston Horton,April,9,WO
June 2022,Atq -348,Weston Horton,June,9,P
May 2022,Atq -348,Weston Horton,May,9,P
Apr 2022,Atq -349,Trystan Ortega,April,9,WO
June 2022,Atq -349,Trystan Ortega,June,9,LWP
May 2022,Atq -349,Trystan Ortega,May,9,P
June 2022,Atq -350,Alexander Davenport,June,9,WFH
June 2022,Atq -362,Kiana Mcmillan,June,9,P
May 2022,Atq -362,Kiana Mcmillan,May,9,P
June 2022,Atq -364,Keaton Nixon,June,9,P
Apr 2022,Atq -366,Peter Pandey,April,9,WO
June 2022,Atq -366,Peter Pandey,June,9,P
May 2022,Atq -366,Peter Pandey,May,9,P
Apr 2022,Atq -367,Briley Orr,April,9,WO
June 2022,Atq -367,Briley Orr,June,9,P
May 2022,Atq -367,Briley Orr,May,9,P
Apr 2022,Atq -368,Macie Callahan,April,9,WO
June 2022,Atq -368,Macie Callahan,June,9,PL
May 2022,Atq -368,Macie Callahan,May,9,P
Apr 2022,Atq -369,Greta Horton,April,9,WO
Apr 2022,Atq -370,Ella Roth,April,9,WO
June 2022,Atq -370,Ella Roth,June,9,P
May 2022,Atq -370,Ella Roth,May,9,P
June 2022,Atq -371,Kayleigh Kennedy,June,9,P
Apr 2022,Atq -372,Miley Combs,April,9,WO
June 2022,Atq -372,Miley Combs,June,9,P
May 2022,Atq -372,Miley Combs,May,9,P
Apr 2022,Atq -373,Isiah Small,April,9,WO
June 2022,Atq -373,Isiah Small,June,9,P
May 2022,Atq -373,Isiah Small,May,9,P
Apr 2022,Atq -374,Kaley Fitzpatrick,April,9,WO
June 2022,Atq -374,Kaley Fitzpatrick,June,9,P
May 2022,Atq -374,Kaley Fitzpatrick,May,9,WFH
Apr 2022,Atq -375,Hailee Fitzpatrick,April,9,WO
Apr 2022,Atq -375,Kenley Marsh,April,9,WO
June 2022,Atq -375,Hailee Fitzpatrick,June,9,P
June 2022,Atq -375,Kenley Marsh,June,9,P
May 2022,Atq -375,Hailee Fitzpatrick,May,9,P
May 2022,Atq -375,Kenley Marsh,May,9,P
Apr 2022,Atq -376,Dominique Benjamin,April,9,WO
June 2022,Atq -376,Dominique Benjamin,June,9,P
May 2022,Atq -376,Dominique Benjamin,May,9,HLWP
Apr 2022,Atq -382,Gustavo Ritter,April,9,WO
June 2022,Atq -382,Gustavo Ritter,June,9,WFH
May 2022,Atq -382,Gustavo Ritter,May,9,WFH
Apr 2022,Atq -385,Finnegan Gilbert,April,9,WO
Apr 2022,Atq -385,Jase Ingram,April,9,WO
June 2022,Atq -385,Alyson Huber,June,9,P
June 2022,Atq -385,Jase Ingram,June,9,P
May 2022,Atq -385,Finnegan Gilbert,May,9,P
May 2022,Atq -385,Jase Ingram,May,9,P
Apr 2022,Atq -387,Konner Henson,April,9,WO
May 2022,Atq -387,Konner Henson,May,9,WFH
June 2022,Atq -389,Julien Hamilton,June,9,P
Apr 2022,Atq -393,Emma Freeman,April,9,WO
Apr 2022,Atq -393,Janelle Raymond,April,9,WO
June 2022,Atq -393,Emma Freeman,June,9,PL
May 2022,Atq -393,Emma Freeman,May,9,P
Apr 2022,Atq -396,Joel Cruz,April,9,WO
Apr 2022,Atq -396,Karma Reeves,April,9,WO
June 2022,Atq -396,Joel Cruz,June,9,P
June 2022,Atq -396,Karma Reeves,June,9,P
May 2022,Atq -396,Karma Reeves,May,9,P
May 2022,Atq -396,Joel Cruz,May,9,PL
Apr 2022,Atq -397,Grace Stone,April,9,WO
June 2022,Atq -397,Grace Stone,June,9,P
May 2022,Atq -397,Grace Stone,May,9,P
Apr 2022,Atq -398,Bo Cordova,April,9,WO
Apr 2022,Atq -398,Salvatore Hendrix,April,9,WO
June 2022,Atq -398,Bo Cordova,June,9,P
May 2022,Atq -398,Bo Cordova,May,9,P
May 2022,Atq -398,Salvatore Hendrix,May,9,WFH
Apr 2022,Atq -400,Chad Macias,April,9,WO
May 2022,Atq -400,Chad Macias,May,9,P
Apr 2022,Atq -403,Will Mahoney,April,9,WO
June 2022,Atq -403,Will Mahoney,June,9,P
May 2022,Atq -403,Will Mahoney,May,9,WFH
Apr 2022,Atq -404,Ana Little,April,9,WO
June 2022,Atq -404,Ana Little,June,9,P
May 2022,Atq -404,Ana Little,May,9,P
Apr 2022,Atq -405,Chris Frye,April,9,WO
Apr 2022,Atq -405,Sofia Solis,April,9,WO
June 2022,Atq -405,Sofia Solis,June,9,P
June 2022,Atq -405,Chris Frye,June,9,WFH
May 2022,Atq -405,Chris Frye,May,9,P
May 2022,Atq -405,Sofia Solis,May,9,P
Apr 2022,Atq -406,Thanos Thakur,April,9,WO
June 2022,Atq -406,Thanos Thakur,June,9,P
May 2022,Atq -406,Thanos Thakur,May,9,P
Apr 2022,Atq -408,Nick Orozco,April,9,WO
June 2022,Atq -408,Nick Orozco,June,9,P
May 2022,Atq -408,Nick Orozco,May,9,P
Apr 2022,Atq -411,Nevaeh Waller,April,9,WO
June 2022,Atq -411,Nevaeh Waller,June,9,P
June 2022,Atq -411,Samuel Murray,June,9,P
May 2022,Atq -411,Nevaeh Waller,May,9,P
May 2022,Atq -411,Samuel Murray,May,9,P
Apr 2022,Atq -412,Tucker Austin,April,9,WO
June 2022,Atq -412,Tucker Austin,June,9,P
May 2022,Atq -412,Tucker Austin,May,9,P
Apr 2022,Atq -414,Titus Andersen,April,9,WO
June 2022,Atq -414,Mckayla Miles,June,9,P
June 2022,Atq -414,Titus Andersen,June,9,P
May 2022,Atq -414,Titus Andersen,May,9,SL
Apr 2022,Atq -418,Hillary Kirk,April,9,WO
Apr 2022,Atq -418,Marquis Wyatt,April,9,WO
June 2022,Atq -418,Hillary Kirk,June,9,P
June 2022,Atq -418,Marquis Wyatt,June,9,P
May 2022,Atq -418,Hillary Kirk,May,9,P
May 2022,Atq -418,Marquis Wyatt,May,9,PL
Apr 2022,Atq -419,Faith Hamilton,April,9,WO
Apr 2022,Atq -419,Kaylah Schultz,April,9,WO
June 2022,Atq -419,Faith Hamilton,June,9,P
June 2022,Atq -419,Kaylah Schultz,June,9,P
May 2022,Atq -419,Faith Hamilton,May,9,P
May 2022,Atq -419,Kaylah Schultz,May,9,PL
Apr 2022,Atq -421,Rylee Mullins,April,9,WO
June 2022,Atq -421,Rylee Mullins,June,9,P
May 2022,Atq -421,Rylee Mullins,May,9,P
Apr 2022,Atq -423,Rodrigo Price,April,9,WO
June 2022,Atq -423,Rodrigo Price,June,9,PL
May 2022,Atq -423,Rodrigo Price,May,9,P
Apr 2022,Atq -426,Roman Colon,April,9,WO
Apr 2022,Atq -428,Ciara Allison,April,9,WO
Apr 2022,Atq -430,Maximus Mckenzie,April,9,WO
Apr 2022,Atq -432,Ryann Guerrero,April,9,WO
June 2022,Atq -432,Ryann Guerrero,June,9,P
May 2022,Atq -432,Ryann Guerrero,May,9,P
Apr 2022,Atq -433,Jayce Fuentes,April,9,WO
June 2022,Atq -433,Jayce Fuentes,June,9,P
May 2022,Atq -433,Jayce Fuentes,May,9,P
Apr 2022,Atq -435,Dean Mclaughlin,April,9,WO
May 2022,Atq -435,Dean Mclaughlin,May,9,P
Apr 2022,Atq -436,Phoenix Brady,April,9,WO
June 2022,Atq -436,Phoenix Brady,June,9,PL
May 2022,Atq -436,Phoenix Brady,May,9,HPL
Apr 2022,Atq -437,Dallas Weeks,April,9,WO
June 2022,Atq -437,Dallas Weeks,June,9,P
May 2022,Atq -437,Dallas Weeks,May,9,P
Apr 2022,Atq -438,Mekhi Singleton,April,9,WO
Apr 2022,Atq -438,Miles Fields,April,9,WO
June 2022,Atq -438,Mekhi Singleton,June,9,P
June 2022,Atq -438,Miles Fields,June,9,P
May 2022,Atq -438,Mekhi Singleton,May,9,P
May 2022,Atq -438,Miles Fields,May,9,P
Apr 2022,Atq -440,Mckayla Parker,April,9,WO
June 2022,Atq -440,Mckayla Parker,June,9,P
May 2022,Atq -440,Mckayla Parker,May,9,P
Apr 2022,Atq -441,Loki Lal,April,9,WO
June 2022,Atq -441,Loki Lal,June,9,P
May 2022,Atq -441,Loki Lal,May,9,P
Apr 2022,Atq -443,Andrew Cummings,April,9,WO
Apr 2022,Atq -443,Lyric Bartlett,April,9,WO
June 2022,Atq -443,Lyric Bartlett,June,9,P
May 2022,Atq -443,Lyric Bartlett,May,9,P
Apr 2022,Atq -446,April Ayers,April,9,WO
June 2022,Atq -446,April Ayers,June,9,P
May 2022,Atq -446,April Ayers,May,9,P
June 2022,Atq -448,Athena Rios,June,9,LWP
May 2022,Atq -448,Athena Rios,May,9,P
Apr 2022,Atq -450,Miya Hampton,April,9,WO
June 2022,Atq -450,Miya Hampton,June,9,BRL
May 2022,Atq -450,Miya Hampton,May,9,P
Apr 2022,Atq -452,Ayanna Atkins,April,9,WO
June 2022,Atq -452,Ayanna Atkins,June,9,HLWP
June 2022,Atq -452,Jaime Ritter,June,9,P
May 2022,Atq -452,Ayanna Atkins,May,9,P
Apr 2022,Atq -453,Nehemiah Diaz,April,9,WO
June 2022,Atq -453,Nehemiah Diaz,June,9,WFH
May 2022,Atq -453,Nehemiah Diaz,May,9,WFH
Apr 2022,Atq -455,Caylee Meadows,April,9,WO
June 2022,Atq -455,Aditya Walls,June,9,P
May 2022,Atq -455,Aditya Walls,May,9,P
Apr 2022,Atq -456,Adriel Pace,April,9,WO
June 2022,Atq -456,Adriel Pace,June,9,P
May 2022,Atq -456,Adriel Pace,May,9,P
Apr 2022,Atq -458,Jessie Carrillo,April,9,WO
June 2022,Atq -458,Jessie Carrillo,June,9,P
May 2022,Atq -458,Jessie Carrillo,May,9,P
Apr 2022,Atq -459,Iris Woodard,April,9,WO
June 2022,Atq -459,Iris Woodard,June,9,P
May 2022,Atq -459,Iris Woodard,May,9,P
Apr 2022,Atq -461,Josh Sharp,April,9,WO
June 2022,Atq -461,Josh Sharp,June,9,P
May 2022,Atq -461,Josh Sharp,May,9,P
Apr 2022,Atq -462,Jarvis Singh,April,9,WO
June 2022,Atq -462,Jarvis Singh,June,9,P
May 2022,Atq -462,Jarvis Singh,May,9,P
Apr 2022,Atq -467,Cason David,April,9,WO
Apr 2022,Atq -467,Esperanza Irwin,April,9,WO
June 2022,Atq -467,Cason David,June,9,P
June 2022,Atq -467,Esperanza Irwin,June,9,P
May 2022,Atq -467,Cason David,May,9,P
May 2022,Atq -467,Esperanza Irwin,May,9,P
Apr 2022,Atq -468,Xiomara Ruiz,April,9,WO
June 2022,Atq -468,Xiomara Ruiz,June,9,P
May 2022,Atq -468,Xiomara Ruiz,May,9,P
Apr 2022,Atq -470,Jovani Pope,April,9,WO
May 2022,Atq -470,Jovani Pope,May,9,WFH
Apr 2022,Atq -472,Cristofer Bernard,April,9,WO
June 2022,Atq -472,Cristofer Bernard,June,9,P
June 2022,Atq -472,Quincy Mendez,June,9,P
May 2022,Atq -472,Cristofer Bernard,May,9,P
May 2022,Atq -472,Quincy Mendez,May,9,P
Apr 2022,Atq -475,London Kim,April,9,WO
Apr 2022,Atq -475,Rey Novak,April,9,WO
June 2022,Atq -475,London Kim,June,9,P
June 2022,Atq -475,Rey Novak,June,9,WFH
May 2022,Atq -475,London Kim,May,9,P
May 2022,Atq -475,Rey Novak,May,9,P
June 2022,Atq -476,Kane Malone,June,9,P
May 2022,Atq -476,Kane Malone,May,9,P
Apr 2022,Atq -484,Adyson Moyer,April,9,WO
Apr 2022,Atq -484,Demarcus Gordon,April,9,WO
June 2022,Atq -484,Adyson Moyer,June,9,P
June 2022,Atq -484,Demarcus Gordon,June,9,P
May 2022,Atq -484,Adyson Moyer,May,9,P
May 2022,Atq -484,Demarcus Gordon,May,9,P
Apr 2022,Atq -485,Gregory Carr,April,9,WO
Apr 2022,Atq -331,Jonah Hamilton,April,10,WO
May 2022,Atq -331,Jonah Hamilton,May,10,P
Apr 2022,Atq -334,Boston Morse,April,10,WO
June 2022,Atq -334,Boston Morse,June,10,P
June 2022,Atq -334,Charity Singleton,June,10,P
May 2022,Atq -334,Boston Morse,May,10,P
Apr 2022,Atq -335,Madelynn Gray,April,10,WO
Apr 2022,Atq -335,Tori Shannon,April,10,WO
June 2022,Atq -335,Tori Shannon,June,10,P
May 2022,Atq -335,Tori Shannon,May,10,P
May 2022,Atq -335,Madelynn Gray,May,10,SL
Apr 2022,Atq -343,Myla Klein,April,10,WO
June 2022,Atq -343,Myla Klein,June,10,P
May 2022,Atq -343,Myla Klein,May,10,P
Apr 2022,Atq -348,Weston Horton,April,10,WO
June 2022,Atq -348,Weston Horton,June,10,P
May 2022,Atq -348,Weston Horton,May,10,P
Apr 2022,Atq -349,Trystan Ortega,April,10,WO
June 2022,Atq -349,Trystan Ortega,June,10,LWP
May 2022,Atq -349,Trystan Ortega,May,10,P
June 2022,Atq -350,Alexander Davenport,June,10,WFH
June 2022,Atq -362,Kiana Mcmillan,June,10,P
May 2022,Atq -362,Kiana Mcmillan,May,10,P
June 2022,Atq -364,Keaton Nixon,June,10,P
Apr 2022,Atq -366,Peter Pandey,April,10,WO
June 2022,Atq -366,Peter Pandey,June,10,P
May 2022,Atq -366,Peter Pandey,May,10,P
Apr 2022,Atq -367,Briley Orr,April,10,WO
June 2022,Atq -367,Briley Orr,June,10,P
May 2022,Atq -367,Briley Orr,May,10,P
Apr 2022,Atq -368,Macie Callahan,April,10,WO
June 2022,Atq -368,Macie Callahan,June,10,PL
May 2022,Atq -368,Macie Callahan,May,10,P
Apr 2022,Atq -369,Greta Horton,April,10,WO
Apr 2022,Atq -370,Ella Roth,April,10,WO
June 2022,Atq -370,Ella Roth,June,10,P
May 2022,Atq -370,Ella Roth,May,10,P
June 2022,Atq -371,Kayleigh Kennedy,June,10,P
Apr 2022,Atq -372,Miley Combs,April,10,WO
June 2022,Atq -372,Miley Combs,June,10,P
May 2022,Atq -372,Miley Combs,May,10,P
Apr 2022,Atq -373,Isiah Small,April,10,WO
June 2022,Atq -373,Isiah Small,June,10,P
May 2022,Atq -373,Isiah Small,May,10,P
Apr 2022,Atq -374,Kaley Fitzpatrick,April,10,WO
June 2022,Atq -374,Kaley Fitzpatrick,June,10,HLWP
May 2022,Atq -374,Kaley Fitzpatrick,May,10,P
Apr 2022,Atq -375,Hailee Fitzpatrick,April,10,WO
Apr 2022,Atq -375,Kenley Marsh,April,10,WO
June 2022,Atq -375,Hailee Fitzpatrick,June,10,P
June 2022,Atq -375,Kenley Marsh,June,10,P
May 2022,Atq -375,Hailee Fitzpatrick,May,10,P
May 2022,Atq -375,Kenley Marsh,May,10,P
Apr 2022,Atq -376,Dominique Benjamin,April,10,WO
June 2022,Atq -376,Dominique Benjamin,June,10,P
May 2022,Atq -376,Dominique Benjamin,May,10,P
Apr 2022,Atq -382,Gustavo Ritter,April,10,WO
June 2022,Atq -382,Gustavo Ritter,June,10,WFH
May 2022,Atq -382,Gustavo Ritter,May,10,WFH
Apr 2022,Atq -385,Finnegan Gilbert,April,10,WO
Apr 2022,Atq -385,Jase Ingram,April,10,WO
June 2022,Atq -385,Alyson Huber,June,10,P
June 2022,Atq -385,Jase Ingram,June,10,P
May 2022,Atq -385,Finnegan Gilbert,May,10,P
May 2022,Atq -385,Jase Ingram,May,10,P
Apr 2022,Atq -387,Konner Henson,April,10,WO
May 2022,Atq -387,Konner Henson,May,10,WFH
June 2022,Atq -389,Julien Hamilton,June,10,P
Apr 2022,Atq -393,Emma Freeman,April,10,WO
Apr 2022,Atq -393,Janelle Raymond,April,10,WO
June 2022,Atq -393,Emma Freeman,June,10,PL
May 2022,Atq -393,Emma Freeman,May,10,P
Apr 2022,Atq -396,Joel Cruz,April,10,WO
Apr 2022,Atq -396,Karma Reeves,April,10,WO
June 2022,Atq -396,Joel Cruz,June,10,P
June 2022,Atq -396,Karma Reeves,June,10,P
May 2022,Atq -396,Joel Cruz,May,10,P
May 2022,Atq -396,Karma Reeves,May,10,P
Apr 2022,Atq -397,Grace Stone,April,10,WO
June 2022,Atq -397,Grace Stone,June,10,P
May 2022,Atq -397,Grace Stone,May,10,P
Apr 2022,Atq -398,Bo Cordova,April,10,WO
Apr 2022,Atq -398,Salvatore Hendrix,April,10,WO
June 2022,Atq -398,Bo Cordova,June,10,P
May 2022,Atq -398,Bo Cordova,May,10,P
May 2022,Atq -398,Salvatore Hendrix,May,10,WFH
Apr 2022,Atq -400,Chad Macias,April,10,WO
May 2022,Atq -400,Chad Macias,May,10,P
Apr 2022,Atq -403,Will Mahoney,April,10,WO
June 2022,Atq -403,Will Mahoney,June,10,P
May 2022,Atq -403,Will Mahoney,May,10,P
Apr 2022,Atq -404,Ana Little,April,10,WO
June 2022,Atq -404,Ana Little,June,10,P
May 2022,Atq -404,Ana Little,May,10,P
Apr 2022,Atq -405,Chris Frye,April,10,WO
Apr 2022,Atq -405,Sofia Solis,April,10,WO
June 2022,Atq -405,Sofia Solis,June,10,P
June 2022,Atq -405,Chris Frye,June,10,WFH
May 2022,Atq -405,Chris Frye,May,10,P
May 2022,Atq -405,Sofia Solis,May,10,P
Apr 2022,Atq -406,Thanos Thakur,April,10,WO
June 2022,Atq -406,Thanos Thakur,June,10,P
May 2022,Atq -406,Thanos Thakur,May,10,P
Apr 2022,Atq -408,Nick Orozco,April,10,WO
June 2022,Atq -408,Nick Orozco,June,10,P
May 2022,Atq -408,Nick Orozco,May,10,P
Apr 2022,Atq -411,Nevaeh Waller,April,10,WO
June 2022,Atq -411,Nevaeh Waller,June,10,P
June 2022,Atq -411,Samuel Murray,June,10,P
May 2022,Atq -411,Nevaeh Waller,May,10,P
May 2022,Atq -411,Samuel Murray,May,10,P
Apr 2022,Atq -412,Tucker Austin,April,10,WO
June 2022,Atq -412,Tucker Austin,June,10,WFH
May 2022,Atq -412,Tucker Austin,May,10,P
Apr 2022,Atq -414,Titus Andersen,April,10,WO
June 2022,Atq -414,Mckayla Miles,June,10,P
June 2022,Atq -414,Titus Andersen,June,10,P
May 2022,Atq -414,Titus Andersen,May,10,P
Apr 2022,Atq -418,Hillary Kirk,April,10,WO
Apr 2022,Atq -418,Marquis Wyatt,April,10,WO
June 2022,Atq -418,Hillary Kirk,June,10,P
June 2022,Atq -418,Marquis Wyatt,June,10,P
May 2022,Atq -418,Hillary Kirk,May,10,P
May 2022,Atq -418,Marquis Wyatt,May,10,WFH
Apr 2022,Atq -419,Faith Hamilton,April,10,WO
Apr 2022,Atq -419,Kaylah Schultz,April,10,WO
June 2022,Atq -419,Faith Hamilton,June,10,P
June 2022,Atq -419,Kaylah Schultz,June,10,P
May 2022,Atq -419,Faith Hamilton,May,10,P
May 2022,Atq -419,Kaylah Schultz,May,10,PL
Apr 2022,Atq -421,Rylee Mullins,April,10,WO
June 2022,Atq -421,Rylee Mullins,June,10,WFH
May 2022,Atq -421,Rylee Mullins,May,10,P
Apr 2022,Atq -423,Rodrigo Price,April,10,WO
June 2022,Atq -423,Rodrigo Price,June,10,PL
May 2022,Atq -423,Rodrigo Price,May,10,P
Apr 2022,Atq -426,Roman Colon,April,10,WO
Apr 2022,Atq -428,Ciara Allison,April,10,WO
Apr 2022,Atq -430,Maximus Mckenzie,April,10,WO
Apr 2022,Atq -432,Ryann Guerrero,April,10,WO
June 2022,Atq -432,Ryann Guerrero,June,10,P
May 2022,Atq -432,Ryann Guerrero,May,10,P
Apr 2022,Atq -433,Jayce Fuentes,April,10,WO
June 2022,Atq -433,Jayce Fuentes,June,10,P
May 2022,Atq -433,Jayce Fuentes,May,10,P
Apr 2022,Atq -435,Dean Mclaughlin,April,10,WO
May 2022,Atq -435,Dean Mclaughlin,May,10,P
Apr 2022,Atq -436,Phoenix Brady,April,10,WO
June 2022,Atq -436,Phoenix Brady,June,10,PL
May 2022,Atq -436,Phoenix Brady,May,10,P
Apr 2022,Atq -437,Dallas Weeks,April,10,WO
June 2022,Atq -437,Dallas Weeks,June,10,P
May 2022,Atq -437,Dallas Weeks,May,10,P
Apr 2022,Atq -438,Mekhi Singleton,April,10,WO
Apr 2022,Atq -438,Miles Fields,April,10,WO
June 2022,Atq -438,Miles Fields,June,10,P
June 2022,Atq -438,Mekhi Singleton,June,10,PL
May 2022,Atq -438,Mekhi Singleton,May,10,P
May 2022,Atq -438,Miles Fields,May,10,P
Apr 2022,Atq -440,Mckayla Parker,April,10,WO
June 2022,Atq -440,Mckayla Parker,June,10,P
May 2022,Atq -440,Mckayla Parker,May,10,P
Apr 2022,Atq -441,Loki Lal,April,10,WO
June 2022,Atq -441,Loki Lal,June,10,P
May 2022,Atq -441,Loki Lal,May,10,P
Apr 2022,Atq -443,Andrew Cummings,April,10,WO
Apr 2022,Atq -443,Lyric Bartlett,April,10,WO
June 2022,Atq -443,Lyric Bartlett,June,10,P
May 2022,Atq -443,Lyric Bartlett,May,10,P
Apr 2022,Atq -446,April Ayers,April,10,WO
June 2022,Atq -446,April Ayers,June,10,P
May 2022,Atq -446,April Ayers,May,10,P
June 2022,Atq -448,Athena Rios,June,10,LWP
May 2022,Atq -448,Athena Rios,May,10,P
Apr 2022,Atq -450,Miya Hampton,April,10,WO
June 2022,Atq -450,Miya Hampton,June,10,BRL
May 2022,Atq -450,Miya Hampton,May,10,HSL
Apr 2022,Atq -452,Ayanna Atkins,April,10,WO
June 2022,Atq -452,Ayanna Atkins,June,10,HLWP
June 2022,Atq -452,Jaime Ritter,June,10,P
May 2022,Atq -452,Ayanna Atkins,May,10,P
Apr 2022,Atq -453,Nehemiah Diaz,April,10,WO
June 2022,Atq -453,Nehemiah Diaz,June,10,WFH
May 2022,Atq -453,Nehemiah Diaz,May,10,PL
Apr 2022,Atq -455,Caylee Meadows,April,10,WO
June 2022,Atq -455,Aditya Walls,June,10,P
May 2022,Atq -455,Aditya Walls,May,10,P
Apr 2022,Atq -456,Adriel Pace,April,10,WO
June 2022,Atq -456,Adriel Pace,June,10,P
May 2022,Atq -456,Adriel Pace,May,10,P
Apr 2022,Atq -458,Jessie Carrillo,April,10,WO
June 2022,Atq -458,Jessie Carrillo,June,10,P
May 2022,Atq -458,Jessie Carrillo,May,10,P
Apr 2022,Atq -459,Iris Woodard,April,10,WO
June 2022,Atq -459,Iris Woodard,June,10,P
May 2022,Atq -459,Iris Woodard,May,10,P
Apr 2022,Atq -461,Josh Sharp,April,10,WO
June 2022,Atq -461,Josh Sharp,June,10,P
May 2022,Atq -461,Josh Sharp,May,10,P
Apr 2022,Atq -462,Jarvis Singh,April,10,WO
June 2022,Atq -462,Jarvis Singh,June,10,P
May 2022,Atq -462,Jarvis Singh,May,10,P
Apr 2022,Atq -467,Cason David,April,10,WO
Apr 2022,Atq -467,Esperanza Irwin,April,10,WO
June 2022,Atq -467,Cason David,June,10,P
June 2022,Atq -467,Esperanza Irwin,June,10,P
May 2022,Atq -467,Cason David,May,10,P
May 2022,Atq -467,Esperanza Irwin,May,10,P
Apr 2022,Atq -468,Xiomara Ruiz,April,10,WO
June 2022,Atq -468,Xiomara Ruiz,June,10,P
May 2022,Atq -468,Xiomara Ruiz,May,10,P
Apr 2022,Atq -470,Jovani Pope,April,10,WO
May 2022,Atq -470,Jovani Pope,May,10,P
Apr 2022,Atq -472,Cristofer Bernard,April,10,WO
June 2022,Atq -472,Quincy Mendez,June,10,LWP
June 2022,Atq -472,Cristofer Bernard,June,10,P
May 2022,Atq -472,Cristofer Bernard,May,10,SL
May 2022,Atq -472,Quincy Mendez,May,10,WFH
Apr 2022,Atq -475,London Kim,April,10,WO
Apr 2022,Atq -475,Rey Novak,April,10,WO
June 2022,Atq -475,London Kim,June,10,P
June 2022,Atq -475,Rey Novak,June,10,WFH
May 2022,Atq -475,London Kim,May,10,P
May 2022,Atq -475,Rey Novak,May,10,P
June 2022,Atq -476,Kane Malone,June,10,P
May 2022,Atq -476,Kane Malone,May,10,P
Apr 2022,Atq -484,Adyson Moyer,April,10,WO
Apr 2022,Atq -484,Demarcus Gordon,April,10,WO
June 2022,Atq -484,Adyson Moyer,June,10,P
June 2022,Atq -484,Demarcus Gordon,June,10,P
May 2022,Atq -484,Adyson Moyer,May,10,P
May 2022,Atq -484,Demarcus Gordon,May,10,P
Apr 2022,Atq -485,Gregory Carr,April,10,WO
Apr 2022,Atq -331,Jonah Hamilton,April,11,P
May 2022,Atq -331,Jonah Hamilton,May,11,P
Apr 2022,Atq -334,Boston Morse,April,11,P
June 2022,Atq -334,Boston Morse,June,11,WO
June 2022,Atq -334,Charity Singleton,June,11,WO
May 2022,Atq -334,Boston Morse,May,11,P
Apr 2022,Atq -335,Madelynn Gray,April,11,P
Apr 2022,Atq -335,Tori Shannon,April,11,P
June 2022,Atq -335,Madelynn Gray,June,11,WO
June 2022,Atq -335,Tori Shannon,June,11,WO
May 2022,Atq -335,Madelynn Gray,May,11,HSL
May 2022,Atq -335,Tori Shannon,May,11,P
Apr 2022,Atq -343,Myla Klein,April,11,P
June 2022,Atq -343,Myla Klein,June,11,WO
May 2022,Atq -343,Myla Klein,May,11,P
Apr 2022,Atq -348,Weston Horton,April,11,P
June 2022,Atq -348,Weston Horton,June,11,WO
June 2022,Atq -348,Zaiden Wheeler,June,11,WO
May 2022,Atq -348,Weston Horton,May,11,P
Apr 2022,Atq -349,Trystan Ortega,April,11,P
June 2022,Atq -349,Trystan Ortega,June,11,WO
